Linguistic,Logical-Mathematical,Spatial,Bodily-Kinesthetic,Musical,Interpersonal,Intrapersonal,Naturalistic,Programming,Data_Analysis,Creativity,Mechanical_Skills,Building_Skills,Communication,Empathy,Writing,Marketing,Design_Skills,Recommended_Career_1,Recommended_Career_2,Recommended_Career_3
89,93,73,43,70,53,25,56,0,1,0,1,0,1,1,0,1,0,Architect,Graphic Designer,UX/UI Designer
66,81,65,53,75,87,37,72,0,0,1,1,0,0,1,1,1,0,Teacher,Content Writer,Digital Marketer
22,97,24,29,79,100,39,52,1,1,1,0,0,1,0,1,0,1,Graphic Designer,Financial Analyst,Software Developer
60,38,53,52,70,48,27,75,0,0,1,1,0,0,1,0,0,1,Data Scientist,Financial Analyst,Psychologist
72,39,53,50,96,60,32,67,0,1,0,0,1,1,0,1,1,0,Software Developer,Graphic Designer,UX/UI Designer
46,43,73,55,37,80,41,90,0,0,0,0,0,1,1,1,1,1,Teacher,Psychologist,Data Scientist
30,39,28,82,24,63,41,75,0,0,1,1,0,1,1,1,0,0,Lawyer,Content Writer,Teacher
45,20,95,98,52,54,63,38,0,1,1,1,0,0,1,1,1,1,UX/UI Designer,Teacher,Digital Marketer
51,58,77,72,85,77,94,77,1,1,1,0,0,0,1,1,1,1,Data Scientist,Lawyer,Psychologist
70,65,97,39,38,67,23,77,0,1,0,1,0,0,0,1,0,1,Software Developer,Architect,UX/UI Designer
96,43,72,73,24,80,46,78,1,1,1,0,0,1,0,1,0,0,Lawyer,Marketing Manager,UX/UI Designer
54,98,56,91,61,87,97,28,1,0,0,1,0,0,0,0,0,0,Lawyer,Data Scientist,Software Developer
47,57,32,32,73,41,74,72,0,1,1,1,0,0,0,1,1,0,Graphic Designer,Data Scientist,Doctor
81,66,55,26,35,54,29,63,0,0,1,0,1,1,0,0,1,0,Architect,Software Developer,UX/UI Designer
36,65,46,93,58,62,67,40,0,0,0,1,1,0,0,1,1,1,Content Writer,Graphic Designer,Digital Marketer
73,54,49,79,85,34,63,95,0,0,0,1,1,1,1,0,0,1,Psychologist,Mechanical Engineer,Financial Analyst
32,59,59,44,62,59,31,36,1,1,0,1,1,0,0,0,1,0,Mechanical Engineer,Architect,Teacher
61,37,65,55,36,36,62,93,0,1,1,1,0,0,1,0,0,0,Psychologist,UX/UI Designer,Lawyer
43,67,27,47,48,99,71,55,1,0,0,1,0,0,1,1,1,1,Teacher,Mechanical Engineer,Data Scientist
75,96,89,74,77,71,44,52,1,1,0,1,0,1,1,0,0,1,Mechanical Engineer,Financial Analyst,UX/UI Designer
72,82,23,85,28,36,63,38,0,0,0,0,1,1,1,1,0,0,Mechanical Engineer,Civil Engineer,Digital Marketer
56,89,24,90,90,94,24,99,0,1,1,1,1,0,0,0,1,0,Mechanical Engineer,Graphic Designer,Marketing Manager
99,90,57,27,42,40,92,40,0,1,0,0,1,0,1,1,0,0,Lawyer,Doctor,Teacher
81,79,83,38,72,34,31,83,1,1,1,1,0,1,0,0,1,1,Civil Engineer,Psychologist,Content Writer
22,94,54,65,28,85,72,93,1,0,0,1,0,0,1,0,0,1,Software Developer,Financial Analyst,Marketing Manager
62,42,64,99,25,20,26,76,0,1,1,0,1,0,1,0,1,0,Civil Engineer,Lawyer,Mechanical Engineer
86,37,92,25,58,82,23,81,1,1,1,1,1,1,1,0,1,0,Content Writer,UX/UI Designer,Marketing Manager
45,39,34,47,50,34,93,36,1,1,1,0,0,1,0,0,1,0,Data Scientist,Civil Engineer,Architect
90,47,99,32,46,47,42,79,1,0,0,1,0,1,1,1,1,0,Digital Marketer,Doctor,Marketing Manager
75,54,52,95,88,86,33,68,1,0,0,0,1,1,1,1,1,0,Digital Marketer,Teacher,Financial Analyst
60,33,27,58,73,57,61,79,1,0,1,1,0,0,1,1,1,0,Psychologist,Financial Analyst,Mechanical Engineer
27,42,84,27,26,30,39,63,1,1,0,0,1,1,1,0,0,0,Marketing Manager,Psychologist,Doctor
49,89,23,80,44,63,81,49,0,1,1,0,1,0,0,0,0,1,Digital Marketer,Software Developer,Civil Engineer
36,63,30,96,21,27,93,34,0,1,1,1,1,1,1,0,1,0,Data Scientist,UX/UI Designer,Lawyer
39,66,90,30,56,28,45,48,0,0,1,1,0,1,0,1,0,0,Data Scientist,Financial Analyst,Architect
97,32,40,57,62,66,91,77,0,1,0,1,0,0,0,1,1,1,UX/UI Designer,Graphic Designer,Civil Engineer
32,86,29,50,76,44,96,69,0,1,0,0,1,0,1,1,1,0,Lawyer,Graphic Designer,UX/UI Designer
88,63,94,49,92,28,92,98,0,1,0,0,1,1,1,1,0,0,Psychologist,Civil Engineer,Teacher
42,96,91,41,66,95,85,36,1,0,1,0,1,0,0,1,1,1,Lawyer,Civil Engineer,Architect
96,76,63,88,28,87,81,85,1,1,1,1,1,1,1,1,1,1,Data Scientist,Architect,Software Developer
51,77,29,49,69,60,100,90,1,0,0,1,1,1,0,1,1,0,Lawyer,Doctor,Graphic Designer
82,99,50,61,66,73,57,49,1,0,0,1,0,0,1,1,1,0,Architect,Lawyer,Financial Analyst
85,46,35,60,45,97,28,84,1,0,0,0,1,0,0,1,0,1,Financial Analyst,Marketing Manager,Data Scientist
83,87,54,31,78,21,77,58,1,1,1,0,1,1,1,0,1,0,Marketing Manager,Content Writer,Graphic Designer
40,80,26,27,31,67,66,61,0,0,0,1,0,0,0,0,1,0,Lawyer,Teacher,Financial Analyst
61,32,92,81,53,69,38,47,1,1,0,0,1,0,0,0,0,1,Digital Marketer,Software Developer,Civil Engineer
41,60,60,20,70,32,99,41,0,0,0,0,0,1,1,0,0,0,Doctor,Mechanical Engineer,Teacher
48,35,42,95,58,21,42,21,0,1,0,1,1,1,1,0,1,1,Marketing Manager,Graphic Designer,Lawyer
38,97,55,67,98,97,59,68,0,0,1,0,1,1,0,0,0,0,Data Scientist,Content Writer,Psychologist
100,81,80,46,66,51,98,20,1,1,0,1,1,1,0,0,1,0,Marketing Manager,Graphic Designer,Financial Analyst
51,92,20,67,63,55,49,57,1,0,1,0,1,0,1,0,1,1,Civil Engineer,Mechanical Engineer,Software Developer
91,43,33,93,78,30,97,65,0,0,0,1,0,0,0,1,0,1,Teacher,Doctor,Psychologist
52,40,91,58,38,82,34,72,1,1,1,1,0,0,1,0,1,0,Psychologist,Mechanical Engineer,Content Writer
30,92,32,75,36,75,55,82,1,1,1,0,1,0,1,0,0,0,UX/UI Designer,Doctor,Mechanical Engineer
73,47,89,78,95,99,75,43,0,1,1,1,1,0,1,1,1,1,Software Developer,Architect,Graphic Designer
96,79,24,43,43,52,72,57,0,0,1,1,0,0,1,1,1,1,Lawyer,Financial Analyst,Mechanical Engineer
74,63,98,74,35,75,27,49,1,0,0,0,0,1,1,0,1,0,Doctor,Teacher,UX/UI Designer
37,79,84,27,96,33,23,28,1,0,1,0,1,1,0,0,1,1,Civil Engineer,Doctor,Content Writer
95,91,90,37,90,70,22,73,1,0,1,0,0,1,0,0,1,0,Content Writer,Software Developer,Psychologist
24,96,94,68,24,40,71,75,0,0,0,1,1,1,1,1,0,1,Digital Marketer,Content Writer,Architect
42,54,57,42,61,41,92,41,0,1,0,1,1,1,1,0,0,0,Content Writer,Digital Marketer,Civil Engineer
77,82,30,33,51,100,70,83,1,0,1,0,0,0,1,1,1,0,Lawyer,Financial Analyst,UX/UI Designer
100,41,36,45,65,50,63,40,0,1,1,1,1,0,0,1,1,1,Architect,UX/UI Designer,Lawyer
26,88,77,46,52,62,78,36,0,0,1,1,0,1,1,1,1,0,Financial Analyst,Marketing Manager,Digital Marketer
52,25,73,93,89,22,61,76,1,1,1,1,1,1,1,0,0,0,Lawyer,Psychologist,Marketing Manager
45,77,62,67,83,60,45,78,1,0,1,0,0,0,1,1,0,0,Teacher,Graphic Designer,UX/UI Designer
37,75,78,59,43,93,22,56,0,0,1,1,1,1,0,1,1,0,Architect,Mechanical Engineer,Data Scientist
57,31,21,76,93,25,79,94,0,1,0,1,1,1,1,0,0,1,Data Scientist,Financial Analyst,Architect
96,85,95,99,53,25,80,24,1,1,0,1,0,0,0,1,0,0,Doctor,UX/UI Designer,Lawyer
58,47,56,42,91,74,35,86,0,0,0,0,0,0,1,0,0,1,Psychologist,Civil Engineer,Doctor
98,31,92,39,62,67,99,30,0,1,0,1,0,0,0,1,1,1,Digital Marketer,Civil Engineer,Software Developer
95,71,95,97,84,34,86,43,0,0,1,1,0,0,0,1,1,1,Financial Analyst,Architect,Lawyer
38,66,96,60,73,69,25,73,1,1,1,0,0,1,1,0,0,1,Data Scientist,Graphic Designer,Financial Analyst
94,28,30,39,22,41,80,89,0,1,1,1,1,0,0,1,1,1,Financial Analyst,Digital Marketer,Graphic Designer
28,59,22,51,85,50,69,72,0,0,0,0,1,1,1,0,0,0,Teacher,Lawyer,Software Developer
56,61,86,52,82,97,83,23,0,1,1,0,0,1,1,0,1,0,Psychologist,Marketing Manager,Doctor
30,34,78,65,87,87,37,48,0,1,1,1,1,1,0,0,1,1,Psychologist,Data Scientist,Lawyer
41,66,93,60,47,85,55,79,0,1,0,1,0,1,0,0,0,1,Data Scientist,Doctor,Content Writer
47,62,86,38,100,62,57,41,1,0,0,0,0,1,0,0,0,0,Software Developer,Psychologist,Teacher
85,47,44,42,93,34,65,22,1,1,0,0,0,1,0,1,0,0,Civil Engineer,Data Scientist,Financial Analyst
55,33,72,63,88,57,60,85,1,1,0,0,1,1,1,1,0,0,Mechanical Engineer,UX/UI Designer,Digital Marketer
31,51,84,96,51,62,64,58,0,1,1,0,0,0,0,1,1,1,Architect,Software Developer,Lawyer
99,79,84,92,94,46,78,36,0,1,1,1,0,1,0,0,1,1,Content Writer,Psychologist,Software Developer
93,61,64,93,22,79,26,81,1,0,1,1,1,1,0,0,0,1,Architect,Lawyer,Marketing Manager
72,68,25,92,62,28,54,39,0,0,0,0,0,1,0,1,1,0,Digital Marketer,Civil Engineer,Software Developer
85,49,26,56,50,48,59,85,0,0,0,1,0,0,1,1,0,1,Graphic Designer,Content Writer,Teacher
33,35,78,39,41,36,62,37,0,0,1,0,0,0,0,1,0,0,Teacher,Mechanical Engineer,Graphic Designer
29,62,95,33,65,42,35,23,0,1,0,1,1,0,0,0,1,1,Mechanical Engineer,Data Scientist,Architect
50,81,65,48,51,52,82,31,1,1,1,0,1,0,1,0,1,0,Architect,Psychologist,Mechanical Engineer
25,44,93,84,82,40,55,27,0,1,0,1,0,0,1,0,0,1,Psychologist,Software Developer,Content Writer
34,47,71,45,46,94,87,35,1,0,0,1,0,1,1,0,0,1,Marketing Manager,Doctor,Civil Engineer
59,53,56,39,30,95,48,68,0,0,0,0,0,1,0,0,1,0,UX/UI Designer,Civil Engineer,Lawyer
56,47,55,90,47,81,26,53,1,0,1,1,0,0,0,1,0,0,Content Writer,Mechanical Engineer,Lawyer
23,51,97,62,91,35,76,23,0,1,1,0,1,1,0,0,0,0,Lawyer,Psychologist,Content Writer
27,80,53,99,42,77,23,57,0,1,0,1,1,1,0,1,0,0,Content Writer,Digital Marketer,Lawyer
68,62,51,25,43,63,25,68,1,1,1,0,1,1,1,0,1,0,Mechanical Engineer,Doctor,UX/UI Designer
45,52,37,74,20,39,100,35,1,0,0,1,0,1,0,1,0,1,Teacher,Civil Engineer,Financial Analyst
92,65,39,71,50,90,24,89,1,1,0,0,1,1,1,1,1,0,UX/UI Designer,Doctor,Mechanical Engineer
66,21,90,20,54,41,40,82,1,1,1,1,0,1,1,1,0,1,Architect,Lawyer,Data Scientist
55,85,95,27,72,70,79,78,1,1,1,0,1,1,0,1,1,1,Digital Marketer,Lawyer,Data Scientist
97,56,55,27,98,84,36,63,0,0,0,1,0,0,0,1,0,1,Content Writer,Doctor,Financial Analyst
89,83,68,42,39,75,32,56,0,0,0,0,0,1,0,0,0,1,Psychologist,Graphic Designer,Mechanical Engineer
63,26,58,88,37,85,43,75,0,1,1,1,0,0,1,1,1,0,Software Developer,Doctor,Marketing Manager
33,52,35,75,99,99,89,31,1,1,1,0,1,0,0,0,1,0,Financial Analyst,Marketing Manager,UX/UI Designer
58,41,70,94,72,41,69,78,0,1,0,0,1,0,1,1,0,0,Teacher,Content Writer,Psychologist
28,96,25,98,73,56,46,68,1,1,0,1,0,1,1,1,0,0,Architect,Content Writer,Mechanical Engineer
47,91,37,97,31,63,37,91,0,0,0,1,1,1,1,0,0,0,Marketing Manager,Architect,Graphic Designer
50,22,20,52,39,84,29,74,1,1,0,1,0,0,0,0,0,0,UX/UI Designer,Graphic Designer,Teacher
97,56,80,94,97,66,76,52,0,1,0,1,0,0,1,1,1,0,Financial Analyst,Architect,Lawyer
85,49,97,21,67,97,94,32,1,0,1,1,0,1,0,1,1,0,Psychologist,Content Writer,Teacher
66,64,40,84,26,52,48,29,1,1,1,1,1,0,1,1,1,1,Teacher,Content Writer,Lawyer
71,71,35,45,98,83,89,33,1,1,1,1,1,0,1,0,0,1,UX/UI Designer,Psychologist,Software Developer
62,65,31,86,40,54,52,33,1,1,1,0,0,1,1,0,0,1,Lawyer,UX/UI Designer,Mechanical Engineer
34,57,99,71,72,95,63,56,1,1,0,0,0,0,1,0,0,0,Teacher,Financial Analyst,Content Writer
59,71,71,81,64,25,23,55,0,0,0,0,1,1,1,0,0,0,Digital Marketer,Data Scientist,Financial Analyst
81,26,27,91,41,35,36,45,1,0,0,0,1,0,0,1,1,1,Graphic Designer,Data Scientist,Architect
99,63,69,26,26,52,33,38,0,1,0,0,0,1,0,0,1,0,Doctor,Digital Marketer,Psychologist
86,47,23,90,66,38,86,66,0,1,0,1,0,1,0,1,0,1,Marketing Manager,Architect,Doctor
77,80,51,81,71,31,56,21,0,0,1,0,1,1,0,0,1,1,Psychologist,Graphic Designer,Mechanical Engineer
90,83,93,72,46,94,87,57,0,0,0,0,1,0,0,0,0,1,Software Developer,UX/UI Designer,Psychologist
43,20,55,63,83,55,42,41,0,0,0,0,0,0,0,1,1,1,Lawyer,Data Scientist,Financial Analyst
61,68,88,94,39,33,25,76,1,0,1,1,1,0,1,1,1,0,Digital Marketer,UX/UI Designer,Lawyer
95,80,96,55,32,87,98,30,0,1,1,1,1,0,0,0,1,0,Teacher,Software Developer,Digital Marketer
89,66,55,62,63,33,60,70,0,0,1,0,1,1,1,1,0,1,Mechanical Engineer,Software Developer,UX/UI Designer
64,62,42,69,61,66,33,53,0,1,1,0,1,1,1,0,1,1,Mechanical Engineer,Psychologist,UX/UI Designer
24,26,75,69,24,100,35,57,0,1,0,0,1,1,1,0,0,1,Digital Marketer,Content Writer,UX/UI Designer
85,89,29,46,31,45,37,55,0,0,1,0,0,0,0,1,1,0,Graphic Designer,Financial Analyst,UX/UI Designer
58,76,81,28,45,32,41,73,0,1,0,1,1,0,1,1,0,1,Lawyer,Graphic Designer,UX/UI Designer
97,62,24,56,56,90,94,21,1,1,1,0,0,1,0,0,0,0,Civil Engineer,UX/UI Designer,Content Writer
100,24,100,48,72,64,87,32,0,0,0,0,0,1,1,0,1,1,Civil Engineer,Lawyer,Mechanical Engineer
74,22,57,42,53,63,86,69,0,1,1,1,1,1,0,1,1,1,UX/UI Designer,Civil Engineer,Data Scientist
76,47,31,75,35,74,90,94,1,0,0,1,0,1,0,1,0,1,Financial Analyst,Data Scientist,Lawyer
57,56,34,70,31,98,32,41,1,0,0,0,1,0,1,1,0,0,Doctor,Marketing Manager,UX/UI Designer
68,76,82,78,22,27,70,81,0,1,0,0,0,1,0,1,0,0,UX/UI Designer,Mechanical Engineer,Architect
96,51,23,49,88,39,60,96,1,1,1,0,0,0,0,1,0,0,Mechanical Engineer,UX/UI Designer,Lawyer
22,22,76,73,51,36,49,61,1,0,1,0,0,1,0,0,0,0,Lawyer,Graphic Designer,UX/UI Designer
77,29,48,77,88,90,58,99,1,1,0,1,0,1,0,1,1,1,Data Scientist,Software Developer,Doctor
54,38,41,26,85,33,83,65,1,0,0,1,1,1,0,0,0,1,Teacher,Digital Marketer,Doctor
41,96,28,94,76,57,31,90,1,1,0,0,1,1,1,1,0,1,UX/UI Designer,Psychologist,Content Writer
57,23,29,64,24,73,23,60,1,0,0,1,0,0,1,0,1,1,Digital Marketer,Architect,Psychologist
91,57,61,63,29,98,39,26,0,0,0,1,0,0,0,0,0,1,Architect,Teacher,Digital Marketer
27,37,45,98,90,20,90,99,0,0,1,1,0,0,0,0,1,0,Software Developer,Architect,Digital Marketer
64,54,26,43,22,62,63,52,1,1,0,0,1,1,0,1,1,1,Mechanical Engineer,Architect,Digital Marketer
26,74,97,34,60,83,70,41,0,0,0,0,1,1,0,1,1,1,Doctor,UX/UI Designer,Teacher
78,25,48,67,33,59,100,69,1,0,0,0,1,1,1,1,1,1,Financial Analyst,Graphic Designer,Civil Engineer
83,65,93,84,70,85,94,86,0,0,0,0,1,1,1,1,1,1,Teacher,Lawyer,Doctor
83,30,40,55,62,26,79,35,0,1,1,0,1,0,1,1,0,0,Lawyer,UX/UI Designer,Civil Engineer
95,63,51,92,71,41,40,86,0,1,1,1,1,1,1,0,0,1,Graphic Designer,Content Writer,Architect
45,50,85,67,42,63,60,47,0,0,0,1,1,0,0,1,1,0,Data Scientist,Marketing Manager,Mechanical Engineer
61,24,66,31,39,42,63,66,1,1,0,0,1,0,1,0,0,0,Psychologist,Data Scientist,Content Writer
22,62,91,64,81,81,27,78,0,1,1,0,1,1,0,0,1,1,Digital Marketer,Data Scientist,Psychologist
91,44,37,37,41,27,95,25,1,1,1,0,1,0,1,0,1,0,Psychologist,Doctor,Mechanical Engineer
72,73,54,58,88,87,89,85,0,0,0,1,0,0,1,0,0,1,Data Scientist,UX/UI Designer,Marketing Manager
84,46,29,36,21,35,86,30,1,1,0,0,1,0,0,0,1,1,Psychologist,Architect,Doctor
67,40,60,96,57,39,92,61,1,1,0,0,0,1,1,1,1,1,Civil Engineer,Marketing Manager,Software Developer
62,51,73,53,75,78,45,51,0,0,1,0,1,0,0,0,0,0,UX/UI Designer,Psychologist,Teacher
23,53,52,24,47,48,77,32,1,0,1,1,0,0,1,0,1,1,Lawyer,Mechanical Engineer,Financial Analyst
28,69,83,86,82,31,65,52,1,1,0,0,0,1,0,1,0,1,Mechanical Engineer,Psychologist,UX/UI Designer
52,58,70,72,30,44,71,92,0,0,1,1,1,0,1,0,0,1,Teacher,Marketing Manager,Civil Engineer
79,23,42,79,86,79,30,79,1,1,1,0,0,0,0,0,0,0,Content Writer,UX/UI Designer,Financial Analyst
88,26,91,91,100,65,40,29,0,1,0,1,0,1,1,1,0,1,Lawyer,Doctor,Financial Analyst
20,64,82,83,89,48,28,27,0,0,1,0,1,1,0,0,1,0,Teacher,Mechanical Engineer,Lawyer
34,39,99,82,61,99,26,99,0,1,0,0,0,1,1,1,1,0,Lawyer,Architect,Mechanical Engineer
88,39,30,51,57,97,24,59,1,0,0,0,1,1,1,1,0,0,Content Writer,Financial Analyst,Architect
88,90,99,72,90,28,85,63,1,0,1,0,1,1,1,0,0,0,Digital Marketer,Doctor,Graphic Designer
57,28,67,86,100,77,39,21,0,1,1,1,0,1,1,1,1,0,Civil Engineer,Digital Marketer,Graphic Designer
43,48,52,48,30,68,41,38,1,0,0,0,0,0,1,0,1,0,Civil Engineer,Teacher,Mechanical Engineer
84,35,21,83,81,32,76,93,0,0,0,1,0,1,0,1,0,0,Psychologist,Software Developer,Lawyer
50,36,85,71,63,79,97,92,0,1,1,0,0,1,1,0,0,1,Architect,Lawyer,Civil Engineer
90,24,32,33,41,47,92,97,1,1,1,0,0,1,1,0,0,0,Civil Engineer,Psychologist,Teacher
29,38,22,76,81,87,31,47,1,1,1,1,1,1,0,1,1,0,Software Developer,Digital Marketer,Doctor
39,84,63,91,72,87,86,26,1,0,1,1,0,1,0,0,0,0,Mechanical Engineer,Data Scientist,Software Developer
56,86,96,80,31,53,52,83,0,0,0,1,1,0,0,1,0,0,Software Developer,Digital Marketer,Psychologist
76,76,64,42,70,42,87,30,1,0,0,0,0,1,0,0,0,1,Mechanical Engineer,Financial Analyst,Civil Engineer
49,92,85,69,29,90,51,63,0,1,0,0,0,1,1,1,1,1,Doctor,Financial Analyst,Architect
91,97,73,23,23,46,69,53,1,0,0,0,0,0,0,1,0,0,Teacher,Content Writer,Civil Engineer
92,63,25,90,60,59,39,47,1,1,0,1,0,1,0,1,0,0,Marketing Manager,Financial Analyst,Civil Engineer
42,73,47,29,22,94,40,67,1,1,0,0,0,1,1,0,1,1,Doctor,Mechanical Engineer,Content Writer
41,51,57,65,33,38,31,51,1,0,1,0,1,1,1,0,0,1,Content Writer,Digital Marketer,Civil Engineer
67,97,99,47,67,83,43,62,1,1,0,0,0,1,0,1,0,0,Civil Engineer,Financial Analyst,Psychologist
46,97,41,83,87,65,45,96,1,0,0,0,0,0,0,0,0,1,Graphic Designer,Teacher,Marketing Manager
95,73,46,50,56,28,36,64,0,1,0,0,1,0,0,1,0,1,Architect,Psychologist,Data Scientist
30,40,65,49,60,40,95,74,1,1,0,0,0,0,1,1,1,0,Financial Analyst,Digital Marketer,Graphic Designer
81,80,94,71,72,56,95,73,0,0,0,1,0,0,1,1,1,0,Financial Analyst,Doctor,Marketing Manager
66,40,42,68,64,64,77,100,0,0,0,0,0,0,1,1,1,1,Graphic Designer,Doctor,Teacher
39,97,23,100,29,65,23,76,1,0,0,0,0,0,1,1,0,0,Teacher,Marketing Manager,Mechanical Engineer
36,45,86,63,87,93,61,57,0,1,0,0,1,1,1,0,1,1,Doctor,Lawyer,Marketing Manager
79,94,52,89,21,92,95,40,0,0,1,1,1,0,1,0,1,0,Financial Analyst,Psychologist,Civil Engineer
50,36,81,65,98,37,24,55,1,1,0,0,0,1,0,0,1,0,Teacher,Doctor,Lawyer
56,95,69,76,87,38,67,62,0,0,0,0,0,0,0,0,0,1,UX/UI Designer,Software Developer,Architect
93,92,93,29,55,21,60,68,0,0,1,1,0,0,1,1,0,0,Financial Analyst,UX/UI Designer,Digital Marketer
65,23,83,87,85,77,54,100,0,0,0,1,0,1,0,1,1,1,UX/UI Designer,Graphic Designer,Lawyer
47,41,83,57,100,81,98,20,0,1,0,1,1,0,0,1,0,0,Mechanical Engineer,Lawyer,Graphic Designer
45,90,87,54,94,48,80,100,1,1,0,0,0,1,1,1,1,0,Teacher,UX/UI Designer,Graphic Designer
30,95,99,72,41,68,45,95,1,0,1,0,1,0,1,1,1,0,Doctor,Digital Marketer,Data Scientist
57,77,75,26,75,24,74,50,1,1,1,0,1,0,1,0,1,1,Graphic Designer,Lawyer,Psychologist
60,56,83,48,66,29,68,96,1,0,1,0,0,1,0,0,1,0,Content Writer,Software Developer,UX/UI Designer
29,48,20,62,44,64,85,46,1,1,1,0,1,0,0,1,0,0,UX/UI Designer,Doctor,Content Writer
41,58,45,72,42,93,55,63,1,1,1,1,0,0,1,0,0,0,Financial Analyst,Doctor,Data Scientist
45,55,79,94,39,40,57,76,1,1,0,0,1,1,1,0,0,0,Teacher,Architect,Marketing Manager
92,64,43,34,40,83,73,55,0,1,1,0,1,0,0,0,1,1,Content Writer,Teacher,Architect
43,44,84,38,42,74,81,49,0,1,1,0,0,1,0,1,0,0,Mechanical Engineer,Marketing Manager,Teacher
50,21,88,63,62,34,29,86,0,0,0,1,1,0,0,1,0,0,Civil Engineer,Lawyer,Mechanical Engineer
38,85,38,62,49,78,28,44,0,0,1,0,0,0,0,0,1,1,Doctor,Architect,Lawyer
20,43,82,42,81,31,42,85,0,1,0,1,0,1,0,1,0,0,UX/UI Designer,Civil Engineer,Mechanical Engineer
93,88,33,36,39,33,96,64,0,0,0,1,0,0,0,0,1,0,Architect,Financial Analyst,Marketing Manager
95,68,23,82,27,88,20,95,1,1,0,1,1,0,0,1,0,1,Doctor,UX/UI Designer,Digital Marketer
92,77,84,81,49,93,85,60,0,0,0,1,0,1,0,1,1,1,Software Developer,Digital Marketer,Lawyer
66,73,74,54,39,26,32,97,0,0,1,0,0,1,0,1,1,0,Digital Marketer,Architect,Civil Engineer
43,93,71,40,58,61,43,43,0,1,1,1,0,0,0,0,1,0,Financial Analyst,Digital Marketer,Content Writer
97,92,86,98,80,65,87,76,0,1,1,1,0,0,1,1,1,0,Marketing Manager,Lawyer,Content Writer
20,59,75,50,31,79,78,21,1,0,0,1,1,0,0,0,0,0,Doctor,Architect,Marketing Manager
24,27,80,99,93,49,85,58,0,1,0,0,1,0,1,0,1,1,Digital Marketer,Graphic Designer,Civil Engineer
23,24,44,78,66,85,43,90,1,0,0,1,1,0,1,1,0,0,Lawyer,Civil Engineer,Teacher
22,78,89,39,53,67,47,70,1,0,1,1,0,0,0,0,0,0,Civil Engineer,Software Developer,Lawyer
60,88,80,27,52,75,23,38,0,0,0,0,1,0,1,1,0,0,Lawyer,Graphic Designer,Data Scientist
42,90,48,78,86,81,60,68,0,0,0,1,0,0,1,0,1,1,Graphic Designer,Marketing Manager,Content Writer
76,49,80,27,93,74,26,48,0,0,0,1,1,1,1,0,0,1,Lawyer,Teacher,UX/UI Designer
58,70,30,57,61,97,33,51,1,1,0,0,0,0,1,1,1,1,Civil Engineer,Software Developer,Marketing Manager
43,57,40,53,26,99,58,42,1,1,0,0,0,1,0,1,0,0,Marketing Manager,Doctor,Data Scientist
49,85,61,85,60,25,96,96,0,0,1,1,0,1,0,0,0,1,Teacher,Financial Analyst,Psychologist
56,20,86,42,49,92,81,82,0,1,0,1,0,0,0,0,0,1,Teacher,Lawyer,Doctor
98,44,100,59,42,82,72,60,0,0,1,0,0,1,0,0,0,0,Lawyer,Software Developer,Digital Marketer
28,64,85,41,28,45,31,74,0,1,0,1,1,1,0,1,1,1,Mechanical Engineer,Teacher,Content Writer
53,31,50,68,54,27,73,86,0,1,0,1,1,0,0,0,1,1,Psychologist,Civil Engineer,Content Writer
51,91,37,73,37,22,31,30,1,1,0,0,1,0,0,1,0,0,Content Writer,Graphic Designer,UX/UI Designer
73,91,48,91,63,56,81,82,0,0,0,0,1,0,1,0,1,1,Teacher,Lawyer,Doctor
51,58,37,39,46,43,23,43,1,1,1,1,0,0,1,0,1,0,Content Writer,UX/UI Designer,Graphic Designer
29,28,71,56,73,89,70,95,1,1,0,1,1,0,1,0,1,1,Mechanical Engineer,Data Scientist,Teacher
92,21,53,44,37,66,73,30,0,1,1,0,0,1,0,0,1,1,Civil Engineer,Software Developer,Content Writer
72,93,53,42,97,73,47,68,0,0,1,1,0,1,1,0,0,1,Mechanical Engineer,UX/UI Designer,Financial Analyst
72,93,97,47,45,88,93,43,0,0,0,1,0,1,0,0,0,0,Psychologist,Doctor,Financial Analyst
70,60,96,42,26,88,88,21,0,0,0,0,0,1,0,0,1,1,Psychologist,Civil Engineer,Marketing Manager
57,82,71,83,45,99,81,34,0,0,1,0,1,1,0,1,1,1,Doctor,Financial Analyst,Digital Marketer
72,41,55,99,27,22,23,90,1,0,0,0,0,1,1,1,1,1,Architect,Doctor,Software Developer
31,83,63,73,77,66,40,52,1,0,1,0,0,1,0,0,0,0,Teacher,Lawyer,Software Developer
43,40,77,100,47,91,78,65,0,1,0,1,0,0,1,0,0,1,Lawyer,Data Scientist,Digital Marketer
22,69,96,63,89,41,83,82,0,1,0,1,1,0,0,0,0,1,Content Writer,UX/UI Designer,Doctor
27,37,35,49,29,24,80,38,1,1,1,1,0,1,0,1,0,1,Psychologist,Content Writer,Graphic Designer
73,29,36,63,97,65,22,69,0,0,0,0,0,0,0,1,0,0,Architect,Graphic Designer,Lawyer
25,38,86,89,28,79,36,37,1,0,1,0,0,1,1,1,0,1,Civil Engineer,Graphic Designer,Psychologist
66,31,55,44,39,50,51,43,1,1,0,0,0,0,1,0,1,0,Content Writer,Graphic Designer,Software Developer
88,76,86,40,25,32,29,20,0,0,1,1,0,1,0,1,0,0,Lawyer,Financial Analyst,Content Writer
56,55,32,86,73,96,43,87,0,1,1,1,1,0,0,0,0,0,Graphic Designer,Data Scientist,Doctor
